t,LEAD1/LA,LEAD2/LL,LEAD3/RA,V1'/V1,V2'/V2,PACE,RESPPM,RESPPH,LOFF,GPIO,CRC
296,a08208a4,081308ac,000000d0,000000d8,050000e8,00000080,203d038c,,207ade97,,
297,00080000,10010000,27c10406,375169d1,47e1f9b5,57f193b3,a031c8b4,,b0010000,,
298,d43e8a68,c9be8a85,00000d5a,00800d00,00800e00,00005800,cebf0800,,b37f09e1,,
299,0000001d,00000080,36997f11,7367ff12,f0a7fd13,8499fd14,3a96fd15,,0000001a,,
300,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,00000000,,
301,11000000,1293a87f,136168ff,1427a6fd,15f188fd,1a669afd,1b000080,,1d000000,,
302,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
303,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
304,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
305,a1fd0148,51140158,010000a0,010000b0,0b0000d0,01000000,315dfa17,,1166a32f,,
306,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
307,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
308,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
309,85194420,81964060,00000080,04000000,04891460,047df4be,45128afe,,c55a7c3e,,
310,3d8a08b6,bd0a879a,808d80a5,00580000,ff080000,3f899bdb,be09fdb5,,3e0a61d8,,
311,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
312,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
313,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
314,c5134420,c69c4060,06000080,070000c0,2c000040,04000000,04e12860,,448cf4be,,
315,20000100,01230000,fa259c50,f6270033,f629eaca,f62bdab7,0034e49b,,00360000,,
316,a5f653c0,4df657f8,00006808,00006c00,10007400,0040c002,baff4500,,a7fd4b80,,
317,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
318,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
319,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
320,c51f4420,90554060,c4fd8850,04b7ea5f,eca46fa0,04000000,449be25f,,44a08dbe,,
321,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
322,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
323,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
324,85164420,86924060,06000080,070000c0,2c000040,04000000,04102160,,44baf4be,,
325,00000100,01230000,fa256c18,f6274e34,f6294ac2,f62bb6ba,00340295,,00360000,,
326,a9da4fa1,b1d85f91,0000a021,0000b001,0000d001,0000000b,85fb1701,,86f62fa1,,
327,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
328,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
329,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
330,589df653,4053f657,00000068,0000006c,02000074,000000c0,387eff45,,4ca5fd4b,,
331,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
332,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
333,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
334,220d2290,884720b0,c2814f38,e259f42f,d66b3350,02000000,4263f72f,,22e46a5f,,
335,3e89f8e1,bd09875a,3d0af179,bd8aafa8,800d029f,000e0000,00030000,,00580000,,
336,0000d8a8,0000e000,00003000,00008005,2cfc8f00,36fb9398,43ed9b50,,45eda318,,
337,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
338,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
339,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
340,ac233952,00dd3856,00000068,0000006c,02000074,000000c0,cc2ffe45,,ec08fe4b,,
341,00040000,8b000000,97e884fc,9f20b3ff,a72079f1,afd8d9f1,d030f5f0,,d8000000,,
342,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
343,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
344,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
345,420d2290,684720b0,62ddc829,e259f42f,d64a3150,02000000,a2aef42f,,a2f8ec5f,,
346,9f44c7eb,df8402da,1fc5ea68,5f05a467,80064a64,c0060000,40070000,,002c0000,,
347,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
348,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
349,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
350,851c4420,468f4060,06000080,070000c0,2c000040,04000000,847b0660,,844a45bf,,
351,04200000,60040000,bf44ca00,ff84dc86,3f454e18,7f856f14,80c67113,,c0060000,,
352,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
353,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
354,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
355,84aaf653,0072f657,00000068,0000006c,02000074,000000d0,a4e6fd45,,c49efd4b,,
356,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
357,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
358,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
359,c1fc0148,811c0158,010000a0,010000b0,0b0000d0,01000000,d1330318,,d117a42f,,
360,01080000,18010000,2f31ba03,3f112fbd,4f5102a2,5fc1c19f,a0a11ba0,,b0010000,,
361,dd7e8a46,cffe8a67,00000dcf,00800d00,02800e00,00085800,ddbf0800,,b37f894e,,
362,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
363,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
364,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
365,0aeb8740,203981c0,88c51cea,897bd5bf,d84adf40,08000000,8957d7bf,,09a6e47d,,
366,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
367,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
368,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
369,a2a55b90,63d959b0,03000040,03000060,160000a0,02000000,62c90430,,c288c25f,,
370,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
371,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
372,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
373,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,00000000,,
374,11000000,1291847f,134511fd,14495dfb,152d51fb,1a0f45fb,1b000000,,1d000000,,
375,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
376,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
377,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
378,7083f653,fc63f657,00000068,0000006c,02000074,000000c0,ec1c0046,,70a5fd4b,,
379,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
380,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
381,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
382,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,00000000,,
383,11000000,1263b67f,13b7dffb,140f00fa,154450fb,1a323cfb,1b000000,,1d000000,,
384,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
385,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
386,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
387,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,00000000,,
388,11000000,1235947f,1386c8fb,149413fa,152a03fa,1aa8f7f9,1b000000,,1d000000,,
389,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
390,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
391,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
392,a20a2290,234920b0,03000040,03000060,160000a0,02000000,4211fc2f,,42a9425f,,
393,04200000,5f040000,be840efb,fec466e9,3e85bc71,7e85d8d5,808673cf,,c0060000,,
394,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
395,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
396,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
397,a293b29f,4098b2bf,000000c0,02000000,62aafd2f,8215ed5f,a22cb47f,,e271b09f,,
398,3e0ab6d0,be8a9fc0,000d92cd,00580000,ff080000,3f89e3ca,be0948b3,,3e0ae1d0,,
399,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
400,002a0000,00340000,00360000,003a0000,00800100,00220000,00240000,,00260000,,
401,00000002,a0fe4500,69014a00,e5fe4dfc,bbfe5100,83fe5500,00006800,,00006c00,,
402,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,00000000,,
403,11000000,12b75080,13f6d1fb,14a51cfa,159ff7f9,1a3803fa,1b000000,,1d000000,,
404,11000000,12000000,13000000,14000000,15000000,1a000000,1b000000,,1d000000,,
